Customer_ID,Gender,Married,Age,Income,Loan_Amount,Loan_Term,Credit_Score,Defaulted
1568,Male,No,16.0,42066.0,169683.0,84,707.0,No
3031,Male,Yes,51.0,48113.0,132101.0,120,719.0,Yes
3813,Female,Yes,49.0,57471.0,166649.0,120,699.0,No
2180,Female,Yes,43.0,49481.0,139546.0,36,735.0,Yes
4547,Female,No,53.0,40660.0,181356.0,12,723.0,No
1734,Female,No,,,,12,,Yes
4055,Male,No,30.0,74439.0,125540.0,36,736.0,Yes
4493,Female,No,41.0,38946.0,163582.0,12,651.0,Yes
3658,Male,No,41.0,59600.0,198542.0,60,678.0,No
4214,Male,No,35.0,15630.0,100202.0,120,700.0,No
2752,Female,No,35.0,46296.0,167209.0,12,773.0,No
2501,Female,Yes,32.0,35345.0,165516.0,60,643.0,No
4036,Male,Yes,62.0,39660.0,184887.0,84,628.0,No
5175,Male,No,43.0,69607.0,200140.0,120,633.0,Yes
2068,Male,Yes,28.0,25712.0,161993.0,84,636.0,Yes
1620,Female,No,35.0,27045.0,79322.0,36,742.0,No
1505,Male,Yes,,,,120,,Yes
3025,Female,Yes,42.0,45476.0,93930.0,12,706.0,No
4998,Female,No,37.0,39974.0,154208.0,84,789.0,No
4402,Female,Yes,45.0,49468.0,139479.0,120,698.0,Yes
5185,Female,Yes,33.0,28159.0,118682.0,36,629.0,Yes
3284,Female,Yes,36.0,48272.0,155727.0,84,722.0,No
1314,Male,Yes,,,,36,,No
4513,Female,No,34.0,28747.0,149177.0,84,722.0,No
2321,Male,No,,,,60,,No
1731,Male,Yes,30.0,29755.0,208862.0,84,682.0,Yes
2006,Female,Yes,34.0,46495.0,109199.0,36,659.0,Yes
4488,Female,No,11.0,66661.0,111294.0,36,642.0,No
3366,Female,Yes,25.0,50689.0,128443.0,120,658.0,No
2159,Female,Yes,40.0,67904.0,152170.0,84,769.0,No
4263,Female,Yes,24.0,45388.0,160961.0,36,612.0,No
5039,Male,Yes,46.0,67021.0,160962.0,120,706.0,Yes
2104,Female,No,31.0,60405.0,116149.0,60,690.0,No
4697,Male,No,35.0,48778.0,173011.0,120,633.0,No
2074,Male,No,36.0,39505.0,120707.0,12,656.0,Yes
1211,Male,No,,,,60,,No
2220,Male,Yes,42.0,26459.0,184010.0,84,735.0,No
1084,Male,Yes,,,,12,,Yes
2995,Male,No,,,,120,,No
2073,Male,No,20.0,17878.0,88969.0,120,667.0,No
2800,Male,Yes,33.0,48054.0,154466.0,36,687.0,No
4824,Male,Yes,29.0,100666.0,148332.0,120,670.0,No
1589,Male,Yes,25.0,21876.0,162148.0,36,650.0,No
1755,Female,Yes,45.0,61890.0,173025.0,120,783.0,Yes
3973,Male,Yes,41.0,64433.0,131830.0,60,729.0,No
3700,Male,Yes,39.0,21299.0,136665.0,120,726.0,No
3576,Male,No,32.0,43417.0,108484.0,120,743.0,No
3250,Male,No,35.0,52228.0,155361.0,12,731.0,No
1438,Male,No,,,,60,,Yes
3254,Female,No,37.0,60548.0,120506.0,60,664.0,No
2860,Female,No,40.0,37859.0,153136.0,12,723.0,Yes
1790,Female,Yes,,,,12,,No
2941,Female,No,23.0,39015.0,140501.0,60,671.0,Yes
1862,Female,Yes,34.0,29532.0,196775.0,60,675.0,No
4842,Male,No,46.0,50800.0,171492.0,84,695.0,Yes
2864,Female,No,33.0,44003.0,94810.0,12,598.0,No
3996,Male,Yes,33.0,35567.0,111474.0,12,730.0,Yes
1842,Male,No,,,,36,,Yes
3174,Male,Yes,27.0,49727.0,132531.0,84,773.0,Yes
3211,Male,No,,,,12,,No
1184,Male,Yes,,,,36,,Yes
4252,Male,No,,,,36,,No
3561,Female,Yes,25.0,45344.0,165342.0,120,792.0,No
1746,Male,Yes,42.0,42220.0,103889.0,120,736.0,No
4617,Female,No,43.0,55921.0,125778.0,12,672.0,No
2467,Female,No,37.0,70536.0,116340.0,36,659.0,No
1023,Female,Yes,33.0,18198.0,208588.0,12,713.0,No
4713,Female,Yes,23.0,72528.0,149521.0,120,750.0,No
2176,Male,Yes,100.0,57658.0,179460.0,60,632.0,No
2268,Male,Yes,34.0,67753.0,122871.0,12,643.0,No
1188,Male,Yes,,,,60,,No
4867,Female,Yes,31.0,49591.0,158207.0,84,655.0,No
4220,Female,No,28.0,35233.0,183125.0,120,812.0,Yes
3196,Male,Yes,,,,12,,No
2929,Male,No,41.0,51193.0,110863.0,120,694.0,No
3519,Male,No,43.0,41880.0,159171.0,36,666.0,No
4232,Male,Yes,19.0,47273.0,152466.0,84,700.0,No
3865,Male,No,43.0,47800.0,115261.0,60,679.0,Yes
1366,Female,No,23.0,30198.0,187766.0,84,706.0,No
3042,Male,No,18.0,27914.0,200486.0,120,713.0,Yes
1584,Female,Yes,39.0,56533.0,126642.0,36,738.0,Yes
4066,Male,Yes,55.0,33670.0,181680.0,12,718.0,Yes
3905,Male,No,48.0,50140.0,168421.0,36,693.0,Yes
1494,Male,No,,,,12,,No
2323,Female,No,22.0,29755.0,131118.0,12,744.0,No
3594,Male,No,51.0,48847.0,124074.0,12,687.0,No
5151,Female,No,26.0,38694.0,130661.0,120,609.0,Yes
3218,Female,No,48.0,69044.0,127404.0,36,646.0,No
2456,Female,Yes,35.0,44134.0,120959.0,120,814.0,No
3066,Female,Yes,29.0,71996.0,219230.0,84,702.0,Yes
2510,Male,No,,,,60,,No
2909,Male,No,25.0,51722.0,172156.0,84,697.0,No
1555,Female,No,,,,60,,Yes
2020,Male,No,39.0,68994.0,137864.0,36,732.0,No
2632,Female,Yes,27.0,46280.0,149552.0,84,589.0,No
1196,Female,No,47.0,54990.0,157610.0,12,640.0,No
2292,Female,Yes,31.0,36996.0,125532.0,84,676.0,No
1220,Male,No,,,,84,,No
5007,Female,No,33.0,6370.0,167924.0,60,763.0,No
4132,Female,No,27.0,79453.0,170130.0,120,698.0,Yes
3680,Male,Yes,43.0,44980.0,158884.0,60,626.0,No
4443,Female,No,39.0,53366.0,176792.0,84,726.0,Yes
3857,Male,No,36.0,46645.0,109303.0,36,657.0,No
4500,Male,No,20.0,64124.0,160932.0,36,710.0,No
2948,Female,No,37.0,48556.0,196758.0,84,609.0,No
4514,Female,No,33.0,55477.0,139799.0,84,729.0,Yes
2264,Female,No,29.0,67358.0,165743.0,60,700.0,No
3572,Male,Yes,27.0,35472.0,167800.0,36,746.0,No
3899,Female,No,21.0,42085.0,151296.0,12,703.0,No
1787,Female,Yes,27.0,42800.0,119461.0,36,725.0,No
4166,Female,No,41.0,37512.0,154980.0,36,649.0,No
1305,Male,Yes,43.0,53513.0,156381.0,84,723.0,No
3801,Female,No,24.0,63731.0,162067.0,120,572.0,No
1759,Male,No,33.0,44171.0,154657.0,84,685.0,No
3155,Female,Yes,36.0,54031.0,170213.0,36,712.0,No
3475,Male,Yes,35.0,38437.0,122471.0,36,697.0,No
1463,Male,Yes,22.0,60845.0,123852.0,120,676.0,No
1205,Male,Yes,,,,120,,No
4721,Male,Yes,47.0,52721.0,130124.0,120,713.0,No
2424,Female,Yes,21.0,57146.0,168297.0,60,728.0,Yes
2295,Female,Yes,26.0,61509.0,139718.0,12,751.0,No
2954,Male,No,,,,120,,No
2255,Female,Yes,35.0,61697.0,157232.0,60,656.0,No
1809,Male,Yes,37.0,74621.0,133417.0,36,664.0,No
1432,Male,No,,,,120,,No
2421,Male,No,,,,12,,No
3213,Male,No,35.0,29373.0,87054.0,60,710.0,No
1751,Male,No,,,,60,,No
2593,Female,Yes,23.0,56721.0,100910.0,36,687.0,No
1033,Female,No,,,,12,,Yes
5142,Female,Yes,25.0,71987.0,132995.0,12,661.0,No
2392,Female,Yes,49.0,61011.0,94452.0,84,748.0,Yes
2253,Female,Yes,22.0,52811.0,124393.0,120,675.0,No
2807,Male,Yes,30.0,43908.0,123756.0,84,694.0,No
1829,Female,Yes,38.0,30046.0,142003.0,12,770.0,Yes
1642,Female,No,34.0,52731.0,135113.0,60,628.0,No
3990,Female,Yes,15.0,50337.0,104447.0,120,793.0,No
2487,Male,Yes,34.0,66101.0,193820.0,36,659.0,No
4606,Female,No,37.0,56200.0,169087.0,12,692.0,No
3348,Female,Yes,35.0,57962.0,123872.0,36,638.0,No
4990,Female,No,39.0,77943.0,122711.0,12,665.0,Yes
1810,Male,Yes,38.0,50986.0,126835.0,120,751.0,No
3600,Female,No,32.0,45781.0,174295.0,36,646.0,No
1144,Female,Yes,,,,84,,No
4724,Male,Yes,12.0,52451.0,153024.0,60,633.0,No
2873,Female,Yes,37.0,76197.0,162830.0,84,782.0,Yes
2200,Male,No,33.0,66615.0,141642.0,120,720.0,Yes
1530,Male,No,51.0,64297.0,196867.0,120,746.0,No
1254,Male,Yes,37.0,60407.0,161551.0,84,693.0,No
1414,Male,Yes,23.0,54705.0,185189.0,60,675.0,Yes
3464,Male,Yes,35.0,34809.0,101806.0,36,758.0,No
3972,Male,No,24.0,46364.0,136016.0,36,752.0,No
1643,Male,No,32.0,34460.0,151408.0,84,752.0,Yes
3440,Male,Yes,33.0,53811.0,167307.0,84,662.0,Yes
2623,Female,No,47.0,65754.0,131993.0,12,636.0,No
2225,Female,Yes,42.0,27764.0,189678.0,36,650.0,No
4641,Male,Yes,17.0,66691.0,137770.0,84,752.0,No
2983,Male,No,42.0,60907.0,177352.0,120,743.0,No
4516,Male,No,39.0,40950.0,150865.0,12,703.0,Yes
2228,Female,No,16.0,51966.0,124053.0,36,755.0,No
1897,Female,Yes,29.0,65096.0,200064.0,60,687.0,No
3499,Female,Yes,26.0,43010.0,145407.0,120,698.0,No
5044,Male,No,23.0,51774.0,136755.0,120,721.0,No
3240,Male,No,34.0,43134.0,132739.0,84,692.0,No
2461,Male,No,42.0,36298.0,183868.0,120,655.0,Yes
1093,Female,Yes,36.0,40437.0,156450.0,120,697.0,No
1351,Male,Yes,,,,12,,Yes
2057,Male,Yes,29.0,56170.0,169382.0,60,747.0,No
2846,Female,Yes,37.0,71359.0,151527.0,84,675.0,No
3636,Male,Yes,,,,120,,No
2257,Male,No,32.0,73527.0,174972.0,84,711.0,Yes
2744,Female,No,33.0,91525.0,172514.0,12,721.0,No
1888,Female,No,25.0,59379.0,138998.0,120,756.0,No
1298,Male,Yes,,,,36,,No
2235,Female,No,32.0,45344.0,156945.0,36,734.0,No
4619,Male,No,34.0,67439.0,107205.0,36,705.0,No
4282,Male,Yes,29.0,21443.0,187114.0,84,692.0,Yes
3666,Female,Yes,25.0,28709.0,146834.0,84,674.0,Yes
2621,Female,No,40.0,42028.0,187965.0,36,673.0,Yes
5026,Male,No,100.0,40378.0,108163.0,12,687.0,No
2891,Female,No,43.0,77081.0,173870.0,84,748.0,Yes
1803,Male,Yes,16.0,62609.0,213208.0,60,745.0,No
4768,Male,Yes,27.0,45376.0,107979.0,36,624.0,No
1676,Female,No,18.0,59060.0,186857.0,36,626.0,No
3086,Female,Yes,23.0,17037.0,153332.0,84,709.0,No
4001,Female,Yes,42.0,64492.0,65450.0,36,605.0,No
2051,Male,Yes,55.0,50273.0,168580.0,36,709.0,No
2146,Male,No,46.0,84589.0,199198.0,120,661.0,No
5005,Female,No,16.0,45744.0,172748.0,120,686.0,No
1831,Male,Yes,8.0,54985.0,127255.0,60,700.0,Yes
2032,Male,Yes,,,,12,,No
1461,Male,Yes,39.0,54813.0,140106.0,60,665.0,No
3827,Male,Yes,34.0,19974.0,190831.0,36,643.0,Yes
4889,Female,No,26.0,33795.0,193187.0,36,746.0,No
1670,Male,No,37.0,50808.0,138147.0,84,710.0,No
2162,Female,Yes,,,,60,,No
3422,Male,No,40.0,54680.0,163268.0,60,714.0,Yes
4623,Female,No,30.0,32270.0,161586.0,60,721.0,No
5059,Male,Yes,15.0,50325.0,167579.0,60,695.0,No
2216,Female,No,36.0,43231.0,128415.0,12,644.0,No
2691,Female,Yes,,,,84,,No
1069,Female,No,,,,60,,No
1538,Male,Yes,,,,12,,No
2590,Female,Yes,,,,60,,No
5176,Male,No,32.0,41423.0,180815.0,84,683.0,No
4471,Male,No,30.0,52927.0,142227.0,12,645.0,No
1332,Female,No,37.0,36626.0,169652.0,84,838.0,No
4499,Female,Yes,13.0,38349.0,178179.0,120,700.0,No
1239,Female,No,60.0,39127.0,60188.0,84,710.0,No
4594,Male,Yes,26.0,47107.0,57171.0,60,710.0,No
3195,Female,Yes,33.0,33873.0,189676.0,120,743.0,No
2602,Female,No,45.0,74194.0,219991.0,84,694.0,No
3547,Male,Yes,47.0,53577.0,147561.0,12,771.0,No
3909,Male,No,53.0,49800.0,125736.0,120,691.0,No
2832,Female,Yes,33.0,54963.0,117492.0,12,685.0,No
4246,Female,No,31.0,64012.0,168868.0,36,674.0,Yes
3678,Male,No,25.0,503330.0,133653.0,120,702.0,No
2533,Male,No,,,,120,,No
4591,Male,No,37.0,21877.0,120657.0,36,744.0,Yes
2351,Female,Yes,,,,84,,No
4535,Male,No,25.0,82567.0,128231.0,84,838.0,No
2551,Male,No,18.0,44493.0,183787.0,60,681.0,No
1109,Male,Yes,,,,84,,Yes
5193,Male,Yes,27.0,59335.0,143901.0,12,652.0,No
3226,Male,No,51.0,37787.0,168364.0,12,648.0,No
1061,Male,No,24.0,29011.0,130049.0,84,675.0,Yes
4852,Male,No,53.0,43201.0,124529.0,12,747.0,Yes
3022,Female,No,29.0,38026.0,170951.0,60,740.0,Yes
1045,Female,Yes,25.0,46796.0,157273.0,60,618.0,No
3725,Female,Yes,43.0,503330.0,115937.0,36,666.0,Yes
3531,Female,Yes,29.0,51802.0,160193.0,12,653.0,No
3800,Female,No,32.0,40193.0,145082.0,12,676.0,Yes
5031,Male,No,24.0,69443.0,178122.0,12,642.0,No
1014,Female,Yes,24.0,27722.0,134995.0,120,729.0,Yes
2582,Male,No,18.0,31057.0,167002.0,60,627.0,Yes
1410,Male,Yes,28.0,45227.0,176961.0,60,705.0,No
4034,Female,Yes,23.0,44187.0,153332.0,36,665.0,Yes
2438,Female,Yes,32.0,35922.0,122813.0,120,647.0,Yes
1721,Male,Yes,44.0,61824.0,142552.0,36,718.0,No
4865,Female,Yes,27.0,50850.0,131742.0,60,692.0,No
3684,Female,Yes,39.0,69372.0,157848.0,60,675.0,Yes
3069,Male,Yes,,,,60,,No
2861,Female,Yes,53.0,34614.0,145659.0,12,723.0,No
4917,Female,Yes,51.0,55215.0,134172.0,84,682.0,Yes
2041,Female,No,,,,12,,No
2322,Male,Yes,40.0,41810.0,205882.0,36,641.0,No
3260,Male,Yes,25.0,45468.0,157845.0,60,714.0,No
2769,Male,Yes,24.0,60530.0,160572.0,84,667.0,No
2044,Female,Yes,,,,36,,No
4654,Female,Yes,34.0,48380.0,142904.0,84,728.0,No
4336,Female,Yes,37.0,37033.0,146360.0,120,684.0,No
4137,Female,Yes,44.0,53523.0,98996.0,60,727.0,Yes
1599,Female,Yes,,,,120,,No
3638,Female,No,27.0,43145.0,166701.0,60,618.0,No
2340,Male,Yes,42.0,47742.0,123061.0,84,700.0,Yes
4971,Female,No,,,,12,,Yes
1051,Female,No,54.0,24183.0,171762.0,84,665.0,No
3941,Male,Yes,12.0,42636.0,213362.0,84,603.0,No
5089,Female,No,33.0,51524.0,127210.0,36,732.0,No
4708,Male,No,29.0,48855.0,191817.0,120,699.0,No
1800,Male,Yes,51.0,62958.0,145282.0,12,630.0,No
3010,Male,Yes,36.0,36164.0,128890.0,84,701.0,Yes
2728,Female,Yes,,,,60,,No
2029,Male,No,,,,12,,No
4759,Male,Yes,,,,36,,No
2563,Female,No,39.0,32680.0,142760.0,60,620.0,No
4539,Male,Yes,,,,36,,Yes
4021,Female,No,,,,84,,No
1393,Female,No,48.0,45824.0,210534.0,36,594.0,Yes
4472,Female,Yes,44.0,74978.0,185922.0,36,660.0,No
3429,Male,No,20.0,77467.0,148652.0,120,745.0,No
1618,Male,Yes,43.0,54217.0,165191.0,120,683.0,No
3447,Male,No,40.0,38235.0,140622.0,12,760.0,Yes
2552,Male,Yes,36.0,36551.0,142788.0,36,709.0,No
2094,Female,No,40.0,12365.0,138347.0,120,746.0,No
3333,Male,Yes,,,,36,,No
3018,Male,Yes,37.0,27115.0,195338.0,84,625.0,No
4371,Male,No,36.0,66219.0,150439.0,36,729.0,Yes
3298,Male,No,45.0,55778.0,112699.0,84,753.0,No
4941,Female,Yes,53.0,59142.0,151460.0,60,696.0,No
1287,Male,No,27.0,39801.0,93630.0,84,662.0,No
2407,Male,Yes,40.0,55891.0,118460.0,84,677.0,Yes
4985,Female,Yes,46.0,43489.0,119458.0,60,684.0,No
1908,Male,No,34.0,41025.0,128534.0,84,741.0,No
3481,Male,No,33.0,69516.0,143239.0,120,672.0,No
4463,Female,Yes,,,,60,,No
1594,Female,Yes,,,,12,,No
1132,Male,Yes,33.0,21904.0,180989.0,120,724.0,No
4964,Female,Yes,34.0,30818.0,127997.0,12,658.0,No
3586,Female,No,34.0,71084.0,154298.0,120,717.0,Yes
1751,Male,No,,,,60,,No
3575,Female,No,31.0,72592.0,188354.0,120,735.0,No
5196,Male,No,52.0,80028.0,120970.0,60,654.0,No
